x,rho,P,u,e
0.5,0.125,0.1,0,2
0.49749373433584,0.125,0.1,0,2
0.494987468671679,0.125,0.1,0,2
0.492481203007519,0.125,0.1,0,2
0.489974937343358,0.125,0.1,0,2
0.487468671679198,0.125,0.1,0,2
0.484962406015038,0.125,0.1,0,2
0.482456140350877,0.125,0.1,0,2
0.479949874686717,0.125,0.1,0,2
0.477443609022556,0.125,0.1,0,2
0.474937343358396,0.125,0.1,0,2
0.472431077694236,0.125,0.1,0,2
0.469924812030075,0.125,0.1,0,2
0.467418546365915,0.125,0.1,0,2
0.464912280701754,0.125,0.1,0,2
0.462406015037594,0.125,0.1,0,2
0.459899749373434,0.125,0.1,0,2
0.457393483709273,0.125,0.1,0,2
0.454887218045113,0.125,0.1,0,2
0.452380952380952,0.125,0.1,0,2
0.449874686716792,0.125,0.1,0,2
0.447368421052632,0.125,0.1,0,2
0.444862155388471,0.125,0.1,0,2
0.442355889724311,0.125,0.1,0,2
0.43984962406015,0.125,0.1,0,2
0.43734335839599,0.125,0.1,0,2
0.43483709273183,0.125,0.1,0,2
0.432330827067669,0.125,0.1,0,2
0.429824561403509,0.125,0.1,0,2
0.427318295739348,0.125,0.1,0,2
0.424812030075188,0.125,0.1,0,2
0.422305764411028,0.125,0.1,0,2
0.419799498746867,0.125,0.1,0,2
0.417293233082707,0.125,0.1,0,2
0.414786967418546,0.125,0.1,0,2
0.412280701754386,0.125,0.1,0,2
0.409774436090226,0.125,0.1,0,2
0.407268170426065,0.125,0.1,0,2
0.404761904761905,0.125,0.1,0,2
0.402255639097744,0.125,0.1,0,2
0.399749373433584,0.125,0.1,0,2
0.397243107769424,0.125,0.1,0,2
0.394736842105263,0.125,0.1,0,2
0.392230576441103,0.125,0.1,0,2
0.389724310776942,0.125,0.1,0,2
0.387218045112782,0.125,0.1,0,2
0.384711779448622,0.125,0.1,0,2
0.382205513784461,0.125,0.1,0,2
0.379699248120301,0.125,0.1,0,2
0.37719298245614,0.125,0.1,0,2
0.37468671679198,0.125,0.1,0,2
0.37218045112782,0.125,0.1,0,2
0.369674185463659,0.125,0.1,0,2
0.367167919799499,0.125,0.1,0,2
0.364661654135338,0.125,0.1,0,2
0.362155388471178,0.125,0.1,0,2
0.359649122807018,0.125,0.1,0,2
0.357142857142857,0.125,0.1,0,2
0.354636591478697,0.125,0.1,0,2
0.352130325814536,0.125,0.1,0,2
0.349624060150376,0.125,0.1,0,2
0.347117794486216,0.125,0.1,0,2
0.344611528822055,0.125,0.1,0,2
0.342105263157895,0.125,0.1,0,2
0.339598997493734,0.125,0.1,0,2
0.337092731829574,0.125,0.1,0,2
0.334586466165414,0.125,0.1,0,2
0.332080200501253,0.125,0.1,0,2
0.329573934837093,0.125,0.1,0,2
0.327067669172932,0.125,0.1,0,2
0.324561403508772,0.125,0.1,0,2
0.322055137844612,0.125,0.1,0,2
0.319548872180451,0.125,0.1,0,2
0.317042606516291,0.125,0.1,0,2
0.31453634085213,0.125,0.1,0,2
0.31203007518797,0.125,0.1,0,2
0.30952380952381,0.125,0.1,0,2
0.307017543859649,0.125,0.1,0,2
0.304511278195489,0.125,0.1,0,2
0.302005012531328,0.125,0.1,0,2
0.299498746867168,0.125,0.1,0,2
0.296992481203008,0.125,0.1,0,2
0.294486215538847,0.125,0.1,0,2
0.291979949874687,0.125,0.1,0,2
0.289473684210526,0.125,0.1,0,2
0.286967418546366,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.284461152882206,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.281954887218045,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.279448621553885,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.276942355889724,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.274436090225564,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.271929824561404,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.269423558897243,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.266917293233083,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.264411027568922,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.261904761904762,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.259398496240602,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.256892230576441,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.254385964912281,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.25187969924812,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.24937343358396,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.2468671679198,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.244360902255639,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.241854636591479,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.239348370927318,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.236842105263158,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.234335839598998,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.231829573934837,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.229323308270677,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.226817042606516,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.224310776942356,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.221804511278196,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.219298245614035,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.216791979949875,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.214285714285714,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.211779448621554,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.209273182957393,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.206766917293233,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.204260651629073,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.201754385964912,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.199248120300752,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.196741854636591,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.194235588972431,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.191729323308271,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.18922305764411,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.18671679197995,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.184210526315789,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.181704260651629,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.179197994987469,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.176691729323308,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.174185463659148,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.171679197994987,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.169172932330827,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.166666666666667,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.164160401002506,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.161654135338346,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.159147869674185,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.156641604010025,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.154135338345865,0.265573711572884,0.303130177803767,0.92745262004895,2.8535408870898
0.151629072681704,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.149122807017544,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.146616541353383,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.144110275689223,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.141604010025063,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.139097744360902,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.136591478696742,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.134085213032581,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.131578947368421,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.129072681704261,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.1265664160401,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.12406015037594,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.121553884711779,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.119047619047619,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.116541353383459,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.114035087719298,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.111528822055138,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.109022556390977,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.106516290726817,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.104010025062657,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.101503759398496,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0989974937343359,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0964912280701755,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0939849624060151,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0914786967418547,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0889724310776943,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0864661654135339,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0839598997493735,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0814536340852131,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0789473684210527,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0764411027568923,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0739348370927319,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0714285714285715,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0689223057644111,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0664160401002507,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0639097744360902,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0614035087719298,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0588972431077694,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.056390977443609,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0538847117794486,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0513784461152882,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0488721804511278,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0463659147869674,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.043859649122807,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0413533834586466,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0388471177944862,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0363408521303258,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0338345864661654,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.031328320802005,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0288220551378446,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0263157894736842,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0238095238095238,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0213032581453634,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.018796992481203,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0162907268170426,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0137844611528822,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.0112781954887218,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.00877192982456143,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.00626566416040103,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.00375939849624063,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
0.00125313283208023,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
-0.00125313283208017,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
-0.00375939849624063,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
-0.00626566416040097,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
-0.00877192982456143,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
-0.0112781954887218,0.426319428507173,0.303130178377831,0.92745262004895,1.77760006997154
-0.0137844611528822,0.43117487304074,0.307974544683384,0.916140724429406,1.78567075645828
-0.0162907268170426,0.436680537450117,0.313494099164135,0.90343662029234,1.79475653411704
-0.018796992481203,0.442242300164311,0.319098227829924,0.890732516155273,1.80386536809893
-0.0213032581453634,0.447860588793009,0.324788007851561,0.878028412018208,1.81299725840395
-0.0238095238095238,0.453535833113366,0.330564527347436,0.865324307881141,1.8221522050321
-0.0263157894736842,0.459268465075491,0.336428885466763,0.852620203744075,1.83133020798339
-0.0288220551378446,0.465058918807923,0.342382192473236,0.839916099607009,1.8405312672578
-0.031328320802005,0.470907630623107,0.348425569829101,0.827211995469943,1.84975538285535
-0.0338345864661654,0.476815039022883,0.35456015027967,0.814507891332877,1.85900255477603
-0.0363408521303258,0.482781584703954,0.360787077938235,0.801803787195811,1.86827278301985
-0.0388471177944862,0.488807710563374,0.367107508371431,0.789099683058745,1.87756606758679
-0.0413533834586466,0.494893861704022,0.373522608685002,0.776395578921679,1.88688240847687
-0.043859649122807,0.501040485440085,0.380033557610013,0.763691474784612,1.89622180569008
-0.0463659147869674,0.507248031302536,0.386641545589482,0.750987370647547,1.90558425922642
-0.0488721804511278,0.513516951044612,0.393347774865439,0.73828326651048,1.9149697690859
-0.0513784461152882,0.519847698647297,0.40015345956642,0.725579162373414,1.92437833526851
-0.0538847117794486,0.526240730324795,0.407059825795392,0.712875058236348,1.93380995777425
-0.056390977443609,0.532696504530017,0.41406811171811,0.700170954099282,1.94326463660312
-0.0588972431077694,0.539215481960057,0.421179567651904,0.687466849962216,1.95274237175512
-0.0614035087719298,0.545798125561668,0.428395456154909,0.67476274582515,1.96224316323026
-0.0639097744360902,0.552444900536747,0.435717052115717,0.662058641688083,1.97176701102852
-0.0664160401002506,0.559156274347811,0.443145642843483,0.649354537551018,1.98131391514992
-0.0689223057644111,0.565932716723479,0.450682528158456,0.636650433413951,1.99088387559446
-0.0714285714285714,0.572774699663947,0.458329020482952,0.623946329276885,2.00047689236212
-0.0739348370927319,0.579682697446473,0.466086444932771,0.611242225139819,2.01009296545292
-0.0764411027568922,0.58665718663085,0.473956139409047,0.598538121002753,2.01973209486685
-0.0789473684210527,0.593698646064891,0.481939454690549,0.585834016865687,2.02939428060391
-0.081453634085213,0.600807556889907,0.490037754526423,0.573129912728621,2.0390795226641
-0.0839598997493735,0.607984402546184,0.498252415729367,0.560425808591555,2.04878782104743
-0.0864661654135338,0.615229668778464,0.506584828269272,0.547721704454489,2.05851917575389
-0.0889724310776943,0.622543843641426,0.51503639536729,0.535017600317423,2.06827358678348
-0.0914786967418546,0.629927417505162,0.523608533590358,0.522313496180357,2.0780510541362
-0.0939849624060151,0.637380883060659,0.532302672946175,0.50960939204329,2.08785157781205
-0.0964912280701754,0.644904735325276,0.541120256978614,0.496905287906225,2.09767515781104
-0.0989974937343359,0.652499471648227,0.550062742863604,0.484201183769158,2.10752179413316
-0.101503759398496,0.660165591716057,0.559131601505444,0.471497079632092,2.11739148677841
-0.104010025062657,0.667903597558124,0.568328317633587,0.458792975495026,2.12728423574679
-0.106516290726817,0.675713993552074,0.577654389899861,0.44608887135796,2.13720004103831
-0.109022556390977,0.683597286429327,0.587111330976161,0.433384767220894,2.14713890265296
-0.111528822055138,0.691553985280549,0.596700667652587,0.420680663083828,2.15710082059074
-0.114035087719298,0.699584601561141,0.606423940936039,0.407976558946761,2.16708579485165
-0.116541353383459,0.707689649096704,0.616282706149275,0.395272454809696,2.17709382543569
-0.119047619047619,0.715869644088535,0.626278533030423,0.382568350672629,2.18712491234287
-0.121553884711779,0.724125105119094,0.636413005832959,0.369864246535563,2.19717905557318
-0.12406015037594,0.732456553157489,0.64668772342614,0.357160142398497,2.20725625512662
-0.1265664160401,0.740864511564952,0.657104299395898,0.344456038261431,2.21735651100319
-0.129072681704261,0.749349506100324,0.667664362146211,0.331751934124365,2.2274798232029
-0.131578947368421,0.757912064925527,0.678369555000918,0.319047829987299,2.23762619172573
-0.134085213032581,0.766552718611051,0.689221536306018,0.306343725850233,2.2477956165717
-0.136591478696742,0.775272000141426,0.700221979532419,0.293639621713167,2.25798809774081
-0.139097744360902,0.784070444920707,0.711372573379174,0.2809355175761,2.26820363523304
-0.141604010025063,0.792948590777951,0.722675021877163,0.268231413439035,2.27844222904841
-0.144110275689223,0.801906977972696,0.734131044493263,0.255527309301968,2.28870387918691
-0.146616541353383,0.810946149200442,0.74574237623498,0.242823205164902,2.29898858564854
-0.149122807017544,0.82006664959813,0.757510767755556,0.230119101027836,2.3092963484333
-0.151629072681704,0.829269026749617,0.769437985459543,0.21741499689077,2.31962716754119
-0.154135338345865,0.838553830691165,0.781525811608861,0.204710892753704,2.32998104297222
-0.156641604010025,0.847921613916911,0.793776044429322,0.192006788616638,2.34035797472638
-0.159147869674185,0.857372931384349,0.806190498217634,0.179302684479572,2.35075796280367
-0.161654135338346,0.866908340519813,0.818771003448882,0.166598580342506,2.3611810072041
-0.164160401002506,0.876528401223954,0.831519406884486,0.153894476205439,2.37162710792765
-0.166666666666667,0.886233675877216,0.844437571680639,0.141190372068374,2.38209626497434
-0.169172932330827,0.896024729345322,0.857527377497226,0.128486267931307,2.39258847834416
-0.171679197994987,0.905902128984746,0.870790720607218,0.115782163794241,2.40310374803711
-0.174185463659148,0.915866444648201,0.884229514006566,0.103078059657175,2.4136420740532
-0.176691729323308,0.925918248690109,0.89784568752455,0.090373955520109,2.42420345639242
-0.179197994987469,0.936058115972087,0.911641187934643,0.0776698513830428,2.43478789505477
-0.181704260651629,0.946286623868426,0.92561797906584,0.0649657472459769,2.44539539004025
-0.184210526315789,0.956604352271566,0.939778041914476,0.0522616431089105,2.45602594134886
-0.18671679197995,0.967011883597579,0.954123374756545,0.0395575389718446,2.46667954898061
-0.18922305764411,0.97750980279165,0.968655993260494,0.0268534348347784,2.47735621293549
-0.191729323308271,0.988098697333548,0.983377930600504,0.0141493306977125,2.4880559332135
-0.194235588972431,0.99877915724312,0.998291237570286,0.00144522656064609,2.49877870981464
-0.196741854636591,1,1,0,2.5
-0.199248120300752,1,1,0,2.5
-0.201754385964912,1,1,0,2.5
-0.204260651629073,1,1,0,2.5
-0.206766917293233,1,1,0,2.5
-0.209273182957393,1,1,0,2.5
-0.211779448621554,1,1,0,2.5
-0.214285714285714,1,1,0,2.5
-0.216791979949875,1,1,0,2.5
-0.219298245614035,1,1,0,2.5
-0.221804511278195,1,1,0,2.5
-0.224310776942356,1,1,0,2.5
-0.226817042606516,1,1,0,2.5
-0.229323308270677,1,1,0,2.5
-0.231829573934837,1,1,0,2.5
-0.234335839598998,1,1,0,2.5
-0.236842105263158,1,1,0,2.5
-0.239348370927318,1,1,0,2.5
-0.241854636591479,1,1,0,2.5
-0.244360902255639,1,1,0,2.5
-0.246867167919799,1,1,0,2.5
-0.24937343358396,1,1,0,2.5
-0.25187969924812,1,1,0,2.5
-0.254385964912281,1,1,0,2.5
-0.256892230576441,1,1,0,2.5
-0.259398496240602,1,1,0,2.5
-0.261904761904762,1,1,0,2.5
-0.264411027568922,1,1,0,2.5
-0.266917293233083,1,1,0,2.5
-0.269423558897243,1,1,0,2.5
-0.271929824561403,1,1,0,2.5
-0.274436090225564,1,1,0,2.5
-0.276942355889724,1,1,0,2.5
-0.279448621553885,1,1,0,2.5
-0.281954887218045,1,1,0,2.5
-0.284461152882206,1,1,0,2.5
-0.286967418546366,1,1,0,2.5
-0.289473684210526,1,1,0,2.5
-0.291979949874687,1,1,0,2.5
-0.294486215538847,1,1,0,2.5
-0.296992481203007,1,1,0,2.5
-0.299498746867168,1,1,0,2.5
-0.302005012531328,1,1,0,2.5
-0.304511278195489,1,1,0,2.5
-0.307017543859649,1,1,0,2.5
-0.30952380952381,1,1,0,2.5
-0.31203007518797,1,1,0,2.5
-0.31453634085213,1,1,0,2.5
-0.317042606516291,1,1,0,2.5
-0.319548872180451,1,1,0,2.5
-0.322055137844611,1,1,0,2.5
-0.324561403508772,1,1,0,2.5
-0.327067669172932,1,1,0,2.5
-0.329573934837093,1,1,0,2.5
-0.332080200501253,1,1,0,2.5
-0.334586466165414,1,1,0,2.5
-0.337092731829574,1,1,0,2.5
-0.339598997493734,1,1,0,2.5
-0.342105263157895,1,1,0,2.5
-0.344611528822055,1,1,0,2.5
-0.347117794486215,1,1,0,2.5
-0.349624060150376,1,1,0,2.5
-0.352130325814536,1,1,0,2.5
-0.354636591478697,1,1,0,2.5
-0.357142857142857,1,1,0,2.5
-0.359649122807018,1,1,0,2.5
-0.362155388471178,1,1,0,2.5
-0.364661654135338,1,1,0,2.5
-0.367167919799499,1,1,0,2.5
-0.369674185463659,1,1,0,2.5
-0.37218045112782,1,1,0,2.5
-0.37468671679198,1,1,0,2.5
-0.37719298245614,1,1,0,2.5
-0.379699248120301,1,1,0,2.5
-0.382205513784461,1,1,0,2.5
-0.384711779448622,1,1,0,2.5
-0.387218045112782,1,1,0,2.5
-0.389724310776942,1,1,0,2.5
-0.392230576441103,1,1,0,2.5
-0.394736842105263,1,1,0,2.5
-0.397243107769424,1,1,0,2.5
-0.399749373433584,1,1,0,2.5
-0.402255639097744,1,1,0,2.5
-0.404761904761905,1,1,0,2.5
-0.407268170426065,1,1,0,2.5
-0.409774436090226,1,1,0,2.5
-0.412280701754386,1,1,0,2.5
-0.414786967418546,1,1,0,2.5
-0.417293233082707,1,1,0,2.5
-0.419799498746867,1,1,0,2.5
-0.422305764411028,1,1,0,2.5
-0.424812030075188,1,1,0,2.5
-0.427318295739348,1,1,0,2.5
-0.429824561403509,1,1,0,2.5
-0.432330827067669,1,1,0,2.5
-0.43483709273183,1,1,0,2.5
-0.43734335839599,1,1,0,2.5
-0.43984962406015,1,1,0,2.5
-0.442355889724311,1,1,0,2.5
-0.444862155388471,1,1,0,2.5
-0.447368421052632,1,1,0,2.5
-0.449874686716792,1,1,0,2.5
-0.452380952380952,1,1,0,2.5
-0.454887218045113,1,1,0,2.5
-0.457393483709273,1,1,0,2.5
-0.459899749373434,1,1,0,2.5
-0.462406015037594,1,1,0,2.5
-0.464912280701754,1,1,0,2.5
-0.467418546365915,1,1,0,2.5
-0.469924812030075,1,1,0,2.5
-0.472431077694236,1,1,0,2.5
-0.474937343358396,1,1,0,2.5
-0.477443609022556,1,1,0,2.5
-0.479949874686717,1,1,0,2.5
-0.482456140350877,1,1,0,2.5
-0.484962406015038,1,1,0,2.5
-0.487468671679198,1,1,0,2.5
-0.489974937343358,1,1,0,2.5
-0.492481203007519,1,1,0,2.5
-0.494987468671679,1,1,0,2.5
-0.49749373433584,1,1,0,2.5
-0.5,1,1,0,2.5
